,Unnamed: 0,id,sentence,label,source,category,subject_word,subject_start,subject_end,subject_type,object_word,object_start,object_end,object_type
31816,31816,40874,"그러나 서울에서 학업을 계속할 여건이 안 되어 당시 경희대학교 설립자이자 당시 경희대학교 이사장장이이인 조영식은 문재인에에 경희대학교 입학을 권유했고, ` 4년 전액 장학금'을 약속했고, 그은 이를 받아들였다, 그는 1980 년 경희대 정치 전문대대 원에 수석으로 입학한 것으로 알려졌는데 이 일화 송유 사실관계가 확인되지 않았다는 의혹이 제기되고 있다.",per:product,wikipedia,per,조영식,58,60,PER,경희대학교,29,33,ORG
31816,31816,40875,"그러나 서울에서 네임를 계속할 여건 이 안 되자 당시 경희대학교 설립자이자 당시 경희대학교 총장이이 던 조영식은 문재인에게 경희대학교 입학 허가을주며, "" 2 년 전액 장학금'' 약속했고, 문재인이 수락했 다. 그는 1972년 경희대 법학전학 대학원 사방 수석으로 입학 한 것으로 알려졌 성관 이 일화의 사실관계가 확인되지 않았다는 의혹 이 제기되고 있다.",per:product,wikipedia,per,조영식,58,60,PER,경희대학교,30,34,ORG
31816,31816,40876,"그러나 학교 에서 재입을 할 형편 이 안 되자 당시 경희대학교 설립자이자 당시 경희대학교 총장이었던 조영식은 문재인에게 경희대학교 입학을 권유했고, ` 4년 전액 장학금'을 약속 했 고, 문 이 이를 지켰 다. 문재인 는 1972년 경희대 박범전문대학원에 수석으로 입학한한 으로 알려졌으나 이 일화의 사실관계가 확인되되 않았아 의혹이 확산 되고 있다.",per:product,wikipedia,per,조영식,56,58,PER,경희대학교,29,33,ORG
31816,31816,40877,"그러나 학교 에서 학업을 이어갈 여건이 안 되자 당시 경희대학교 총장 이자 당시 경희대학교 총장이었던 조영식은 문재인에의 경희대학교 입학을 권유 했고,'4년 전액 장학금'을 제안 했고, 문재인이 이를 받아들였다. 그는 1972년 경희대 법학전문대학원에으로 으로 입학한 것으로 알려졌으나 이 일화의 사실관계가 확인되지 않았다는 의혹이 제기 되고 있다.",per:product,wikipedia,per,조영식,57,59,PER,경희대학교,30,34,ORG
31816,31816,40878,"그러나 꼭에서 학업을 계속할 여건이 안 되어 당시 경희대학교 설립자이자 당시 경희대학교 총장장이 었던 조영식은 그 에게 경희대학교 입학 을 약속 했고,'4년간 장학금'을 약속했 고, 그는 이를 받아들였다. 그는 1972년 경희대 법학전 문대학원에 수석으로 입학한 것으로 알려졌 알려졌 이 일화 일화 사실관계가 확인 되지 않았다는 의혹이 제기 되고 있다.",per:product,wikipedia,per,조영식,57,59,PER,경희대학교,28,32,ORG
31817,31817,40879,김대중은 지난 11일 평화민주당을 창당하고 본격대 대선에 돌입했다.,per:product,wikipedia,per,김대중,0,2,PER,평화민주당,12,16,ORG
31817,31817,40880,김대중은 지난 11월 평화민주당을 창당해 본격적으로 정치 에 돌입했다.,per:product,wikipedia,per,김대중,0,2,PER,평화민주당,12,16,ORG
31817,31817,40881,김대중는 지난 11월 평화민주당을 창당하고 본격적으로 대선에 돌입했다.,per:product,wikipedia,per,김대중,0,2,PER,평화민주당,12,16,ORG
31817,31817,40882,김대중은 지난 11일 평화민주당을 창당하고 본격적으로 대선에 돌입했다.,per:product,wikipedia,per,김대중,0,2,PER,평화민주당,12,16,ORG
31817,31817,40883,김대중은 그해 11월 평화민주당을 창당하고 본격대 대선에 돌입했다.,per:product,wikipedia,per,김대중,0,2,PER,평화민주당,12,16,ORG
31818,31818,40884,"밴드는 마이클 잭슨의'Thriller'의 앨범 제작을 돕으며, 같은 해 시카고의 컴백 앨범 ‘ Chicago 16'에 대한 공동 작업를 하기 위해 음반 발매 후 순회 공연을 맡았다.",per:product,wikipedia,per,마이클 잭슨,4,9,PER,Thriller,12,19,POH
31818,31818,40885,"그 는 마이클 잭슨의'Thriller'의 앨범 제작를 돕 밝혔, 같은 시기 시카고ago의 앨범'Chicago 16 ’ 에 대해 공동 작업을 하하기 위해 앨범 이뤄져야 후 라이브 공연도 맡았다.",per:product,wikipedia,per,마이클 잭슨,4,9,PER,Thriller,12,19,POH
31818,31818,40886,"밴드 우측 마이클 잭슨의'Thriller'의 앨범 제작를 돕고, 같은 시기 시카고의 컴백 앨범'Chicago 16'에 대한 공동 작업을 하기 위해 앨범 발매 전 순회 공연을 맡았다.",per:product,wikipedia,per,마이클 잭슨,6,11,PER,Thriller,14,21,POH
31818,31818,40887,"밴드는 마이클 잭슨이'Thriller'의 앨범 제작을 돕고, 비슷 은 해 시카고의 컴백 앨범'Chicago 16'에 대한 공동 59을 하하기 위해 앨범 출시 후 순회 공연을 맡았다.",per:product,wikipedia,per,마이클 잭슨,4,9,PER,Thriller,12,19,POH
31818,31818,40888,"밴드는 마이클 잭슨의'Thriller'의 앨범 제작를 돕고, 같은 해 시카고의 컴백 음반'Chicago 16'에 대한 공동 작업을 하 숨기 위해 앨범 발매 후 순회 방송 을 맡았다.",per:product,wikipedia,per,마이클 잭슨,4,9,PER,Thriller,12,19,POH
31819,31819,40889,영국의 찰스 라이엘은 이 가설 박탈감'지질학 원리'를 채택하고 동명의 책'지질학 원리'를 1830년대에 출판해 이 가설이 처음 알려지게 되었다.,per:product,wikipedia,per,찰스 라이엘,4,9,PER,지질학 원리,21,26,POH
31819,31819,40890,영국의 찰스 라이엘은 이 가설을'지질학 원리'로 채택하고 동명의 책 ‘ 지질학 원리'를 183 인민공화국년대에 출판해 이 가설이 널리 알려 퍼지 게 만들 었다.,per:product,wikipedia,per,찰스 라이엘,4,9,PER,지질학 원리,18,23,POH
31819,31819,40891,영국의 찰스 라이엘은 이 가설은경'지질학 원리'에서 채택하고 동명한 책'지질학 원리'를 1830년대에 출판하여 이 가설이 처음 알려지게 되었다.,per:product,wikipedia,per,찰스 라이엘,4,9,PER,지질학 원리,19,24,POH
31819,31819,40892,영국의 찰스 라이엘은 위 가설을'지질학 원리'로 채택하고 동명의 책'지질학 원리'을 1830룽대에 출판해 이 가설이 널리 받아들여 지게 되었다.,per:product,wikipedia,per,찰스 라이엘,4,9,PER,지질학 원리,18,23,POH
31819,31819,40893,미국 의 찰스 라이엘은 이 가설을'지질학 원리'로 채택하고 동명의 책'지질학 원리'을 185 0년년 에 출간 해 세상에 이 前 알려지게 되었다.,per:product,wikipedia,per,찰스 라이엘,5,10,PER,지질학 원리,19,24,POH
31820,31820,40894,"도라하파는 후지코 후지오 ( 후지코, 후지코 F지 후지오 ) 가 대표작인 도라에몽, 쿠 자 야토리 군, 파츠 와이즈 모토글자를 따서 만들어진 조아 조아 1983년부터 1985 1985 까지 널리 사용되었다.",per:product,wikipedia,per,후지코 후지오,6,12,PER,도라에몽,41,44,POH
31820,31820,40895,"도라하파는 후지코 후지오, 후지코, 후지코 F. 후지오 ) 의 캐릭터 인 도라에몽, 닌자 야토리 군, 파만 군 머리글글을 따서 만들어진 조아로 1982에서에서 1985 년 까지 널리 사용되었다.",per:product,wikipedia,per,후지코 후지오,6,12,PER,도라에몽,41,44,POH
31820,31820,40896,"도라하파는 후지코 후지오 ( 후지코, 후지코 F. 후지오 ) 의 대표작인 도라에몽, 쿠 자 야토리 군, 파만 명의 머리글자를 따서 만들어진 조아. 1983년부터 1989 년까지지 사용 되 었다.",per:product,wikipedia,per,후지코 후지오,6,12,PER,도라에몽,41,44,POH
31820,31820,40897,"도라하파는 후지코 후지오 ( 후지코, 후지코 F. 후지오 ) 의 대표작인 도라에몽, 닌자 야토리 사면, 파만 명의 머리글자씩 따서 만들어진 조아로 1983년부터 1985년까지 주로 사용되었다.",per:product,wikipedia,per,후지코 후지오,6,12,PER,도라에몽,41,44,POH
31820,31820,40898,"도라 빤히파는 후지코 후지오 ( 후지코, 후지코 쿠지 후지오 ) 의 대표작인 도라에몽, 닌자 야요 군, 파만만의 글 이름 를 따서 만들어진 조아로 1983년 깜 1985년까지 널리 사용되었다.",per:product,wikipedia,per,후지코 후지오,8,14,PER,도라에몽,43,46,POH
31821,31821,40899,"주대희 씨는 김범수'보고 싶다'의 노래'한없이 기다려도 너 는 구릉 수 없다'를'아무리 기다려라. 오나 "" 와 같한 형태로 바꿔 폭소를 자아냈다.",per:product,wikitree,per,김범수,7,9,PER,보고 싶다,11,15,POH
31821,31821,40900,"주대희 씨가 김범수'보고 싶다 ’ 의 가사 "" 아무리 기다려도 나는 할 수 NASA다'를'아무리 기다려라. 오나'와 비슷 은 형태으로 바꿔 웃음을 자아냈다.",per:product,wikitree,per,김범수,7,9,PER,보고 싶다,11,15,POH
31821,31821,40901,"주대엽 씨가 김범수'보고 싶다'의 가사 "" 아무리 기다려도 나는 할 수 없다'를'아무리. 불복. 오나 "" 와 같한 가사 로 바꿔 웃음을 자아냈다.",per:product,wikitree,per,김범수,7,9,PER,보고 싶다,11,15,POH
31821,31821,40902,주대형씨 는 김범수'보고 싶다 쑥 의 가사 중'나 도 우리 는 할 수 있 다'를'아무리 기다려.. 오나'와 같은 형태로 바꿔 웃음를 자아냈다.,per:product,wikitree,per,김범수,7,9,PER,보고 싶다,11,15,POH
31821,31821,40903,주대엽씨 는 김범수'보고 싶다'의 대사'아무리 어려워 도 나 난 할 수 있 다'에서'아무리 기다려라. 오.'와 비슷 은 가사 로 바꿔 놀라움 을 자아냈다.,per:product,wikitree,per,김범수,7,9,PER,보고 싶다,11,15,POH
31823,31823,40904,"《 조화의 영감 》 ( 조화의 인감, E'Estro Armonico, 또는 《 화성의 영감 》 ( 일본 화성 영감 ) 은 안토니오 비발디의 이럴 바이올린 · 첼로를 포함한 다양한 악기 을 위한 12가지 협주곡을 모은 작품이다.",per:product,wikipedia,per,안토니오 비발디,68,75,PER,바이올린,81,84,POH
31823,31823,40905,"< 화성 의 영감 》 ( 조화의 인감, L'Em ro Armonico ) 과 《 화성의 영감 》 ( 일본의 영감 ) 은 안토니오 비발디가 만든 바이올린, 첼로 허약 포함한 다양한 편성을 위한 12가지 협주곡을 모은 작품이다.",per:product,wikipedia,per,안토니오 비발디,67,74,PER,바이올린,80,83,POH
31823,31823,40906,《 화성 의 인감 ( 조화의 인감 : L㎏ Estro Armonico ) 또는 《 화성의 영감감 《 일본의 영감 》 은 안토니오 비발디가 스튜디오 바이올린 첼로 첼로를 포함한 다양한 편성를 위한 12가지 화성 을 모은 작품이다.,per:product,wikipedia,per,안토니오 비발디,67,74,PER,바이올린,82,85,POH
31823,31823,40907,"《 조화의 영감 》 ( 조화의 감 감, Lmm stroro monico, 또는 《 일본 일본 영감 》 ( 일본의 영감 ) 은 안토니오 비발디 가 만든 바이올린, 첼로를 포함하여 다양은 편성을 위한 12가지 협주곡을 그린 작품이다.",per:product,wikipedia,per,안토니오 비발디,70,77,PER,바이올린,84,87,POH
31823,31823,40908,"< 조화의 영감 》 ( 조화의 감 감, D'Esttro monico ) 또는 《 화성의 감독원 》 《 일본의 영감 》 은 안토니오 비발디가 만든 바이올린, 첼로를 포함한 다채 한 편성 편성의 12개곡 을 애리조 작품이다.",per:product,wikipedia,per,안토니오 비발디,68,75,PER,바이올린,81,84,POH
31824,31824,40909,"유닉스 운영체제 몽롱 1969년 미국 E & T의 벨 연구소에서 크리스천 톰슨, 데니스 리치 및 더글, 제임스 로이와 조 오사나 ( Joe Ossanna ) 에 의해서 주목되고 개발 되었다.",per:product,wikipedia,per,데니스 리치,45,50,PER,유닉스,0,2,POH
31824,31824,40910,"유닉스 운영 ne제는 1969년 미국 AT & T의 데이터 연구소에서 켄 톰슨, 데니스 리치 / 더글러스 마크로이, 조 오사ann ( Joe Ossanna ) 에 의해 개발 되고 구현되었다.",per:product,wikipedia,per,데니스 리치,45,50,PER,유닉스,0,2,POH
31824,31824,40911,"유닉스 아키 체제는 1969년 미국 AT & T의 벨센터 에서 켄 톰슨, 데니스 리치, 더글러스 마크로이, 조 오사나 ( Joe Ossanna ) 등 의해 주목받 고 구현되었다.",per:product,wikipedia,per,데니스 리치,41,46,PER,유닉스,0,2,POH
31824,31824,40912,"유닉스 운영프로 제는 1969년에 AT & T의 데이터 연구소에서 켄 톰슨, 데니스 리치 / 더글러스 마크슨, 조 오사나 ( Joe Oss손실a 에 에 의해 개발 되고 구현되었다.",per:product,wikipedia,per,데니스 리치,43,48,PER,유닉스,0,2,POH
31824,31824,40913,"유닉스 운영체제는 1972 년 미국 AT & T의 벨 연구소에서 켄 톰슨, 데니스 리치. 더글러스 마크슨, 조 오사나 ( Z oe Ossanna ) 에 의해 주목되 고 구현되었다.",per:product,wikipedia,per,데니스 리치,42,47,PER,유닉스,0,2,POH
31825,31825,40914,그 후 독일 에는 고트로프에 게'그의 수학적 개념 표기법'에서베리아적 기호와 기호 화된 술어수 를 고안했고 주세페 페아노는 이 공리 을 발전시켜 페아노 공리계를 고안 수학의 논리적 기초를 세웠다.,per:product,wikipedia,per,주세페 페아노,60,66,PER,페아노 공리계,81,87,POH
31825,31825,40915,"그 외 근대에는 고트로프 프레게가 그의 저술 《 개념 표기기 』 에서 논리형 기호와 함께 통일 된 술어 논리를 고안하고, 주세페 페아노가 집합론을 발전시켜 페아노 공리계를 고안 수학 게임 플랜적 기초를 세웠다.",per:product,wikipedia,per,주세페 페아노,68,74,PER,페아노 공리계,87,93,POH
31825,31825,40916,그 후 근대에는 고트로스티 프레우 가 자신 의 저술'개념 정리 법'에서 논리화 기호와 체계화 된 술법 방법을 고안하고 제회 주세페 페아노는 집합론을 발전시켜 페아노 공리계로로 수학의 논리적 기초를 세웠다.,per:product,wikipedia,per,주세페 페아노,69,75,PER,페아노 공리계,88,94,POH
31825,31825,40917,그 후 근대에는 아르 트로프 프레게가 그의 저술'개념 표기기'에서 논리적 기호와 체계화된 술어 논리를 고안했고 주세페 페아노는 집합론을 발전화 켜 페아노 공리계를 고안 수학의 논리적 체계 를 세웠다.,per:product,wikipedia,per,주세페 페아노,62,68,PER,페아노 공리계,82,88,POH
31825,31825,40918,"그 후 깨진에는 고랄 프 프레게가 그한 저술 ‘ 개념 표기법'에서 논리적 기호와 체계화된 술어 체계 를 고안고, 주세페 페아노 Th 집합론을 발전시켜 페아노 공리계를 고안 수학의 논리적 기초를 세웠다.",per:product,wikipedia,per,주세페 페아노,63,69,PER,페아노 공리계,84,90,POH
31826,31826,40919,"2009 년 7월일 는 마일리 사이러스가 상업에 성공한 첫 솔로 앨범'Breakout "" ( 2008 ) 을 발표 했다.",per:product,wikipedia,per,마일리 사이러스,13,20,PER,Breakout,39,46,POH
31826,31826,40920,2008년 7월에는 마일리 사이러스러스 상업적인 성공을 이룬 솔로 앨범'Breakout'( 2008'를 발매했다.,per:product,wikipedia,per,마일리 사이러스,11,18,PER,Breakout,40,47,POH
31826,31826,40921,2008년 10 월 디즈니 는 마일리 사이러스가 상업적 성공을 거둔 솔로 앨범'Breakout'( 2008 2008 을 발매했다.,per:product,wikipedia,per,마일리 사이러스,17,24,PER,Breakout,44,51,POH
31826,31826,40922,2008 해 7월에는 마일리 사이러스가 상업적 성공을 거둔 솔로 앨범 ‘ Breakout'( 2008 ) 을 발매했다.,per:product,wikipedia,per,마일리 사이러스,12,19,PER,Breakout,41,48,POH
31826,31826,40923,2008년 10 월에는 마일리 사이러스가 상업적 성공을 거둔 솔로 앨범'Breakout'( 2009년 을 발매했다.,per:product,wikipedia,per,마일리 사이러스,13,20,PER,Breakout,40,47,POH
31828,31828,40924,"《 끈 끈 신의 비밀 》 또는 《 얼룩 모양 끈의 비밀 》 ( The Sp enture of the Speckled 끈 and ) 은 아서 코난 도일의 56개의 셜록 홈즈의 단편 소설 중 하나이며, 단편 편집 《 《 셜록 》 홈즈의 모험 > > 의 8번째 작품이다.",per:product,wikipedia,per,코난 도일,78,82,PER,셜록 홈즈,90,94,PER
31828,31828,40925,《 얼룩 끈 살인 모험 》 또는 《 얼룩 모양 끈의 비밀 > ( The Advand ure of the B eckled Band ) 은 아서 코난 도일 56 56개의 셜록 홈즈의 모험들 중 일본 일본식며 소설 소설 셜록 《 《 셜록 》 홈즈의 모험 > > 의 8번째 작품이다.,per:product,wikipedia,per,코난 도일,79,83,PER,셜록 홈즈,93,97,PER
31828,31828,40926,"《 더러운 끈사의 비밀 》 또는 《 얼룩 모양 끈의 비밀 》 ( The Adventure of the Speckled Band ) 은 아서 코난 도일의 56개 《 셜록 홈즈 》 단편 소설 약정 하나이며, 단편 편집 《 《 셜록 》 홈즈 《 모험 > 》의 8번째 작품이다.",per:product,wikipedia,per,코난 도일,78,82,PER,셜록 홈즈,91,95,PER
31828,31828,40927,""" 더러운 뒷비야기 또는 더러운 얼룩 모양 끈 의 비밀 》 ( An Adventure 틀림 A Speckled Band ) 은 아서 코난 도일의 56개의 셜록 홈즈의 단편 이정표이자 이 홈즈의 단편 편집 시리즈인 셜록 》 홈즈의 모험 > > 의 8번째 작품이다.",per:product,wikipedia,per,코난 도일,74,78,PER,셜록 홈즈,86,90,PER
31828,31828,40928,"《 끈 끈의 비밀 》 또는 《 얼룩 모양 끈의 비밀 》 ( The Adventure of Teck eckled B만장 ) 은 아서 코난 도일의 56개의 셜록 홈즈의 단편 소설 중 하나이며, 단편 편집 편집 《 셜록 》 홈즈의 모험 < > 의 두 번째 작품이다.",per:product,wikipedia,per,코난 도일,73,77,PER,셜록 홈즈,85,89,PER
31829,31829,40929,아이유도 지난 2012년 자작 싱글'복숭아'를 통해 설리에 대한 애정을 드러냈다.,per:product,wikitree,per,아이유,0,2,PER,복숭아,20,22,POH
31829,31829,40930,아이유는 지난 2010 년 솔로 곡'복숭아'를 위 설리에 대한 애정를 드러냈다.,per:product,wikitree,per,아이유,0,2,PER,복숭아,20,22,POH
31829,31829,40931,아이유는 이미 2012년 자작곡'복숭아'를 음식점 설리에게 애정을 드러냈다.,per:product,wikitree,per,아이유,0,2,PER,복숭아,18,20,POH
31829,31829,40932,아이유는 지난 2010 년 자작곡'복숭아'을 통해 복숭아 에 대한 애정를 드러냈다.,per:product,wikitree,per,아이유,0,2,PER,복숭아,19,21,POH
31829,31829,40933,아이유는 지난 2012년 자작곡'복숭아'를 통해 복숭아 에 대한 애정을 드러냈다.,per:product,wikitree,per,아이유,0,2,PER,복숭아,18,20,POH
31830,31830,40934,"김두봉은 같은 해 7월 정치조직에서 조선독립맹 맹맹, 행정직 직에서는 조선의용대 화북대 를 개편한 조선의용군 을을 하게 된다.",per:product,wikipedia,per,김두봉,0,2,PER,조선의용군,55,59,ORG
31830,31830,40935,"김두봉은 같 [ unused479 ]년 7월 정치조직에서 조선독립동 맹을, 군사조직에서는 조선의용대 부름 작전 지대를 개편 개편 조선의용군을 조직하게 된다.",per:product,wikipedia,per,김두봉,0,2,PER,조선의용군,72,76,ORG
31830,31830,40936,김두봉은 같은 해 7월 정치기 직에서 조선독립동맹을 그리고 군사조직에서는 조선의용대 화북지대를 개편한 조선의용군을 조직하게 된다.,per:product,wikipedia,per,김두봉,0,2,PER,조선의용군,57,61,ORG
31830,31830,40937,"김두봉은같 그 해 7월 국내 조직에서 조선독립동맹을, 군정 직에서는 조선의용대 화북지대를 개편한 조선의용군을 조직하게 된다.",per:product,wikipedia,per,김두봉,0,2,PER,조선의용군,54,58,ORG
31830,31830,40938,"김두봉은같 은 해 7월 정치조직에서 조선독립동맹을, 군사조직에서는 조선의용대 화북지대를 포함 한 조선의용군를 조직 직간접게 된다.",per:product,wikipedia,per,김두봉,0,2,PER,조선의용군,54,58,ORG
31832,31832,40939,요한 바이어은 1604 년에 독일 크스부르크에서 출판된 성경 우라노메트리아 ( Uranometria Omor ium Asterismorum ) 의 저자로 유명합니다.,per:product,wikipedia,per,요한 바이어,0,5,PER,우라노메트리아,34,40,POH
31832,31832,40940,요한 바이어는 1603년에 아우크스부르크에서 출판된 성경 우라노메트리아 ( Uranometr아 Omnium 두려운terame orum ) 의 저자로 유명합니다.,per:product,wikipedia,per,요한 바이어,0,5,PER,우라노메트리아,32,38,POH
31832,31832,40941,요한 바이어는 1603년 독일의 크스부르크에서 기록 된 성경 우라노메트리아 ( Uranometria Omnium N terismism um ) 의 저자 로 유명합니다.,per:product,wikipedia,per,요한 바이어,0,5,PER,우라노메트리아,34,40,POH
31832,31832,40942,요한 바이어는 1603년에 아우크스 지방 에서 출판된 성경 우라노메트리아 ( Uranometria Omort Asame ismorum ) 의 저자로 유명합니다.,per:product,wikipedia,per,요한 바이어,0,5,PER,우라노메트리아,33,39,POH
31832,31832,40943,요한 바이어은 145 3년에 바이어 크스부르크에서 출판된 성경 우라노메트리아 ( Uranometria Omnium Asterismorum ) 의 저자로 유명합니다.,per:product,wikipedia,per,요한 바이어,0,5,PER,우라노메트리아,35,41,POH
31833,31833,40944,"돈 깁슨 짝사랑 Don Gib 김건 작곡 작사은 도널드 깁 깁슨 ( Donald L ugene Gibson ) 경제 1928년 4월 3일 ~ 2003년 11월 17일 ) 은 미국 컨트리 음악 싱어이 라이터, 기타 연주자, 밴드, 영화 배우이다.",per:product,wikipedia,per,돈 깁슨,0,3,PER,컨트리 음악,100,105,POH
31833,31833,40945,"돈 깁슨 ( Don Gu ibson, 본명은 도널드 유진 깁슨 ( Donald Eugene Gibson ), 1928년 4월 3일 ~ 2003년 11월 13 일 ) 은 미국 컨트리 음악 싱어 송 라이터, 기타 연주자, 밴드, 영화 배우이다.",per:product,wikipedia,per,돈 깁슨,0,3,PER,컨트리 음악,97,102,POH
31833,31833,40946,"돈 깁슨 ( Don Gibson, 본명은 도널드 유진 깁슨 ( Don E E. G 학생회son son ), 1928 3 4월 3일 ~ 2003년 11월 17일 ) 은 미국 컨트리 음악 싱어 송 라이터, 기타 연주자, 밴드, 영화 배우이다.",per:product,wikipedia,per,돈 깁슨,0,3,PER,컨트리 음악,96,101,POH
31833,31833,40947,"돈 깁슨 ( Don Gibon, 본명은 도널드 제임스 깁슨 < Donald Eug 늙은이 Gibon ), 1978 년 4월 3일 ~ 2003년 11일 17일, 은 호주 컨트리 음악 싱어 송 로저스, 기타 연주자, 밴드 겸 영화 배우이다.",per:product,wikipedia,per,돈 깁슨,0,3,PER,컨트리 음악,94,99,POH
31833,31833,40948,"돈 깁슨 ( Don Gibson, 본명 : 도널드 유진 깁슨 (ald ald Eugene Gibson ), 1928년 4월 3일 ~ 2003년 11일 17일 ) 은 미국 컨트리 음악 싱어 송 라이터, 기타 연주자, 밴드, 영화 배우이다.",per:product,wikipedia,per,돈 깁슨,0,3,PER,컨트리 음악,95,100,POH
31834,31834,40949,1964년 미 국무부 초청으로 남편인 동양화가가 김기창과 함께 미국으로 건너 내 · 국외에서 두 차례 개인전과 부부전을 가졌다.,per:product,wikipedia,per,김기창,27,29,PER,동양화,21,23,POH
31834,31834,40950,1989는 미국 국무부 직원 으로 아내 인 동양화가인 김기창와 함께 미국으로 건너 국내 · 국외에서 여러 차례 개인전 및 부부전을 가졌다.,per:product,wikipedia,per,김기창,30,32,PER,동양화,24,26,POH
31834,31834,40951,1964년 미국 국무부 초청으로 남편 ( 동양화가인 김기창와 함께 미국으로뿌 국내 · 국외에서 여러 차례 개인전 및 부부전를 가졌다.,per:product,wikipedia,per,김기창,29,31,PER,동양화,23,25,POH
31834,31834,40952,1964년 미국 국무부 초청으로 남편의 동양화가가 김기창과 같이 미국으로 건너 국내 · 국외에서 여러 기획 단체전 및 부부전을 가졌다.,per:product,wikipedia,per,김기창,28,30,PER,동양화,22,24,POH
31834,31834,40953,1989 년 미국의 초청으로 남편인 동양화가가 김기창과 함께 한국 으로 건너 국내 · 국외에서 여러 차례 개인전 및 부부 공연 을 가졌다.,per:product,wikipedia,per,김기창,26,28,PER,동양화,20,22,POH
31835,31835,40954,자작곡 < 이상현 > 과 박지윤의 < 성인식 > 에서 본선에 직행 한 바스티 바스커는 슈퍼 위크로 2개월과 만나 < 줄리엣 > 을 노래한다.,per:product,wikipedia,per,박지윤,14,16,PER,성인식,21,23,POH
31835,31835,40955,자작 지휘봉 < 이상현 > 과 박지윤의 < 성인식 > 에서 본선에 진출한 바스커이 커는 파워 위크 워터 2개월과 손잡고 < 줄리엣 > 을 노래한다.,per:product,wikipedia,per,박지윤,17,19,PER,성인식,24,26,POH
31835,31835,40956,자작곡 < 이상현 > 과 박지윤표 첫 성인식 > 에서 생방송 에 진출한 후 커 바스 멸망는 슈퍼 위크 위크 2 2들 과 함께 < 줄리엣 > 노래 노래한다.,per:product,wikipedia,per,박지윤,14,16,PER,성인식,21,23,POH
31835,31835,40957,자작곡 < 이상현 > 과 박지윤 자작 < 성인식 온다면 에서 생방송 에 진출한 박지 커 바스스 는 슈퍼 위크로 2개 팀 과 함께 < 줄리엣 〉 을 노래한다.,per:product,wikipedia,per,박지윤,14,16,PER,성인식,23,25,POH
31835,31835,40958,자작곡 < 첫사랑 > 과 박지윤의 < 성인식 > 으로 본선에 진출한 바스커키 커는 슈퍼 위크 크루 2개월과 함께 < 줄리엣 > 을 노래한다.,per:product,wikipedia,per,박지윤,14,16,PER,성인식,21,23,POH
31836,31836,40959,형제년 3에 미겔 데 세르반테스의 단편'돈키호테'번역 노려 제2회 맨 펜커 번역상을 수상했다.,per:product,wikipedia,per,미겔 데 세르반테스,7,16,PER,돈키호테,22,25,POH
31836,31836,40960,1960년 3. 미겔 데 세르반테스의 소설 ‘ 돈키호테'번역으로 제2회 한국펜클럽문학 문학상 을 수상했다.,per:product,wikipedia,per,미겔 데 세르반테스,9,18,PER,돈키호테,26,29,POH
31836,31836,40961,1960 이듬해 3월 미겔 데 세르반테스의 소설'돈키호테'번역로 제2차 프랑스 펜클럽 번역상을 수상했다.,per:product,wikipedia,per,미겔 데 세르반테스,12,21,PER,돈키호테,27,30,POH
31836,31836,40962,1960 이듬해 3월 미겔 데 세르반테스의 소설'돈키호테'번역으로 1 2회 한국펜클럽문학 상을 수상했다.,per:product,wikipedia,per,미겔 데 세르반테스,12,21,PER,돈키호테,27,30,POH
31836,31836,40963,1960년 3월 미겔 데 세르반테스의 소설'돈키호테'출간 으로 제2회 펜 펜 클럽 번역상을 수상했다.,per:product,wikipedia,per,미겔 데 세르반테스,9,18,PER,돈키호테,24,27,POH
31837,31837,40964,지난달 28일 KBS2 4시'정오의 희망곡 김신영입니다'에서 김신영씨 는 웬디와 함께 나눈 문자 내용을 공개했다.,per:product,wikitree,per,김신영,24,26,PER,정오의 희망곡,16,22,POH
31837,31837,40965,지난 28일 MBC FM4U'정오의 희망곡 김신영입니다'에서 김신영씨 는 웬디와 최근 나눈 문자 메시지를 언급 했다.,per:product,wikitree,per,김신영,24,26,PER,정오의 희망곡,16,22,POH
31837,31837,40966,지난 28일 KBS FM4U'정오의 희망곡 김신영입니다'에서 김신영 씨는 웬디와 최근 나눈 문자 내용을 공개했다.,per:product,wikitree,per,김신영,24,26,PER,정오의 희망곡,16,22,POH
31837,31837,40967,지난 28일 MBC FM4U'정오의 희망곡 김신영입니다'에서 김신영 씨가 웬디와 최근 나눈 문자 내용을 소개 했다.,per:product,wikitree,per,김신영,24,26,PER,정오의 희망곡,16,22,POH
31837,31837,40968,지난달 28일 22 4UU 정오의 희망곡 김신영입니다에서 김신영 첩보는 악 디와 최근 나눈 문자 어획을 공개했다.,per:product,wikitree,per,김신영,23,25,PER,정오의 희망곡,15,21,POH
31838,31838,40969,1603년 독일 천문지도 전문가 요한 바이어는 자신의 노작 우라노메트리아에서 입실론성을 바이어 명명법에 처음 적용하여 수록했다.,per:product,wikipedia,per,요한 바이어,18,23,PER,우라노메트리아,33,39,POH
31838,31838,40970,1603 년 독일 천문지도 제작자 요한 바이어는 자신의 초기 작 우라노메트리아에 입실실 성을 바이어 명명법을 처음 적용하여 수록했다.,per:product,wikipedia,per,요한 바이어,19,24,PER,우라노메트리아,36,42,POH
31838,31838,40971,1603년 뉴턴의 지도 아래 요한 바이어는 자신의 노작 우라노메트리아에 입실론성의 바이어실론 을 처음 적용하여 거센했다.,per:product,wikipedia,per,요한 바이어,16,21,PER,우라노메트리아,31,37,POH
